dept_rollup_name,fund_name,program_name,expense_category,budget,expenditures,source_lines,elapsed_pct,expected_spend_to_date,remaining_budget,utilization_pct,pace_variance,pace_gap_pct_points,linear_run_rate_proxy,projected_variance_proxy,pace_status
"Office of Arts, Culture, Music and Entertainment",General Fund,Support Services,Other operating costs,624755.0,-54123.66000000001,28,75.0,468566.25,678878.66,-8.663181567174334,-522689.91000000003,-83.66318156717433,-72164.88000000002,-696919.88,Below pace
Office of the City Clerk,Support Services Fund,Support Services,Other operating costs,621987.0,464609.74,30,75.0,466490.25,157377.26,74.6976608835876,-1880.5100000000093,-0.30233911641239786,619479.6533333333,-2507.346666666679,Near pace
Emergency Medical Services,General Fund,Community Relations and Injury Prevention,Personnel & benefits,612658.0,608554.66,11,75.0,459493.5,4103.339999999967,99.33023970959329,149061.16000000003,24.330239709593286,811406.2133333334,198748.21333333338,Above pace
Parks & Recreation,General Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,610449.0,508707.5,1,75.0,457836.75,101741.5,83.33333333333333,50870.75,8.333333333333329,678276.6666666666,67827.66666666663,Above pace
Police,Police Federal Department of Justice Asset Forfeiture Fund,Asset Forfeiture Funds,"Supplies, technology & equipment",608206.0,249927.15,4,75.0,456154.5,358278.85,41.09251635136779,-206227.35,-33.90748364863221,333236.2,-274969.8,Below pace
Neighborhood Housing & Community Development,General Fund,Support Services,Other operating costs,604219.0,778119.1700000002,126,75.0,453164.25,-173900.17000000016,128.78098338516335,324954.92000000016,53.78098338516335,1037492.2266666669,433273.2266666669,Above pace
"Office of Arts, Culture, Music and Entertainment",General Fund,Music and Entertainment,Personnel & benefits,603060.0,488963.01999999996,22,75.0,452295.0,114096.98000000004,81.0803269989719,36668.01999999996,6.080326998971898,651950.6933333332,48890.69333333324,Above pace
Building Services,City Hall Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,600000.0,450000.0,1,75.0,450000.0,150000.0,75.0,0.0,0.0,600000.0,0.0,Near pace
Building Services,Rutherford Lane Facility Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,597996.0,0.0,3,75.0,448497.0,597996.0,0.0,-448497.0,-75.0,0.0,-597996.0,Below pace
Public Works,Capital Projects Management Fund,Capital Project Delivery Services,Contractual services,597900.0,3965.25,13,75.0,448425.0,593934.75,0.6631961866532865,-444459.75,-74.33680381334672,5287.0,-592613.0,Below pace
Austin Resource Recovery,Austin Resource Recovery Fund,Operations Support,"Supplies, technology & equipment",597463.0,486134.91,60,75.0,448097.25,111328.09000000003,81.36652981021419,38037.659999999974,6.366529810214189,648179.88,50716.880000000005,Above pace
"Office of Arts, Culture, Music and Entertainment",Cultural Arts Fund,Cultural Arts,Other operating costs,592000.0,522216.94,2,75.0,444000.0,69783.06,88.21232094594595,78216.94,13.212320945945947,696289.2533333333,104289.2533333333,Above pace
Austin Public Health,General Fund,Community Services,Other operating costs,583427.0,470188.13,259,75.0,437570.25,113238.87,80.59073885850329,32617.880000000005,5.590738858503286,626917.5066666667,43490.50666666671,Above pace
Austin Resource Recovery,Austin Resource Recovery Fund,Litter Abatement,"Supplies, technology & equipment",582384.0,442679.44,50,75.0,436788.0,139704.56,76.01160746174345,5891.440000000002,1.011607461743452,590239.2533333333,7855.253333333298,Near pace
Planning & Zoning,General Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,581607.0,484890.5,1,75.0,436205.25,96716.5,83.37081568825684,48685.25,8.37081568825684,646520.6666666666,64913.66666666663,Above pace
Law,Support Services Fund,Citywide Public Information Requests,Personnel & benefits,579807.0,600404.24,11,75.0,434855.25,-20597.23999999999,103.55243037769465,165548.99,28.552430377694648,800538.9866666667,220731.9866666667,Above pace
Financial Services,Seaholm Parking Garage Revenue Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,578295.0,578295.0,1,75.0,433721.25,0.0,100.0,144573.75,25.0,771060.0,192765.0,Above pace
Human Resources,Workers' Compensation Fund,Operations and Administration,Other operating costs,575351.0,236091.44,2,75.0,431513.25,339259.56,41.03433208597882,-195421.81,-33.96566791402118,314788.58666666667,-260562.41333333333,Below pace
Management Services,Support Services Fund,Communications and Engagement,Other operating costs,575182.0,419695.97,150,75.0,431386.5,155486.03000000003,72.9675076758313,-11690.530000000028,-2.0324923241687003,559594.6266666666,-15587.37333333341,Near pace
Public Works,Transportation Fund,Street Preventive Maintenance,"Supplies, technology & equipment",574000.0,589978.38,29,75.0,430500.0,-15978.380000000005,102.78368989547039,159478.38,27.78368989547039,786637.84,212637.83999999997,Above pace
Building Services,Support Services Fund,Custodial Services,Contractual services,565951.0,180385.62,2,75.0,424463.25,385565.38,31.873010207597478,-244077.63,-43.126989792402526,240514.16,-325436.83999999997,Below pace
Office of the City Clerk,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,563921.0,472159.3,3,75.0,422940.75,91761.70000000001,83.72791578962301,49218.54999999999,8.727915789623012,629545.7333333333,65624.73333333328,Above pace
Austin Public Health,General Fund,Health Equity and Community Engagement,Other operating costs,556868.0,373576.95999999996,132,75.0,417651.0,183291.04000000004,67.0853703211533,-44074.04000000004,-7.914629678846694,498102.6133333333,-58765.386666666716,Below pace
Austin Public Health,General Fund,Community Services,Grants & contributions,555846.0,354141.79000000004,13,75.0,416884.5,201704.20999999996,63.71221345480583,-62742.70999999996,-11.287786545194173,472189.0533333334,-83656.9466666666,Below pace
Financial Services,Indian Hills Public Improvement District Fund,Public Improvement District,Contractual services,553621.0,52428.06,4,75.0,415215.75,501192.94,9.470027329165621,-362787.69,-65.52997267083438,69904.08,-483716.92,Below pace
Human Resources,Support Services Fund,Human Resources Management,Other operating costs,552392.0,550451.1,293,75.0,414294.0,1940.9000000000233,99.64863719966979,136157.09999999998,24.648637199669793,733934.7999999999,181542.79999999993,Above pace
Mayor & Council,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,549051.0,471759.5,5,75.0,411788.25,77291.5,85.92271027645883,59971.25,10.92271027645883,629012.6666666666,79961.66666666663,Above pace
Austin Public Library,General Fund,Public Services,Contractual services,548897.0,552871.62,35,75.0,411672.75,-3974.6199999999953,100.72411035221545,141198.87,25.724110352215448,737162.16,188265.16000000003,Above pace
Management Services,Support Services Fund,Climate Action and Resilience,Contractual services,548154.0,145621.11,18,75.0,411115.5,402532.89,26.5657297036964,-265494.39,-48.434270296303595,194161.47999999998,-353992.52,Below pace
Municipal Court,General Fund,Support Services,"Supplies, technology & equipment",545512.0,296700.91,14,75.0,409134.0,248811.09000000003,54.389437812550405,-112433.09000000003,-20.610562187449595,395601.2133333333,-149910.78666666668,Below pace
Homeless Strategy Office,General Fund,Support Services,Personnel & benefits,538560.0,1058325.47,12,75.0,403920.0,-519765.47,196.51022541592394,654405.47,121.51022541592394,1411100.6266666667,872540.6266666667,Above pace
Austin Convention Center,Convention Center Repair and Replacement Fund,Support Services,Contractual services,538004.0,0.0,1,75.0,403503.0,538004.0,0.0,-403503.0,-75.0,0.0,-538004.0,Below pace
Austin Water,Austin Water Wastewater Utility Operating Fund,Other Utility Program Requirements,Transfers & debt service,536415.0,838405.97,1,75.0,402311.25,-301990.97,156.2980099363366,436094.72,81.2980099363366,1117874.6266666667,581459.6266666667,Above pace
Human Resources,Employee Benefits Fund,Retiree Optional Benefit Coverage,Contractual services,524165.0,444919.83999999997,2,75.0,393123.75,79245.16000000003,84.88163841538447,51796.08999999997,9.881638415384472,593226.4533333333,69061.45333333325,Above pace
Office of the City Auditor,Support Services Fund,Support Services,Personnel & benefits,522500.0,102526.3,11,75.0,391875.0,419973.7,19.622258373205742,-289348.7,-55.37774162679426,136701.73333333334,-385798.26666666666,Below pace
Fleet Services,Fleet Services Fund,Operational Services,Contractual services,522038.0,200797.79,13,75.0,391528.5,321240.20999999996,38.464209501990275,-190730.71,-36.535790498009725,267730.38666666666,-254307.61333333334,Below pace
Building Services,Support Services Fund,Custodial Services,"Supplies, technology & equipment",519500.0,322579.32,6,75.0,389625.0,196920.68,62.09419056785371,-67045.68,-12.905809432146292,430105.76,-89394.23999999999,Below pace
Development Services,Development Services Fund,Infrastructure & Environmental Inspections,Contractual services,512780.0,246913.94,5,75.0,384585.0,265866.06,48.15202230976247,-137671.06,-26.847977690237528,329218.58666666667,-183561.41333333333,Below pace
Austin Public Health,General Fund,Support Services,"Supplies, technology & equipment",512425.0,283463.05,54,75.0,384318.75,228961.95,55.31795872566717,-100855.70000000001,-19.682041274332832,377950.73333333334,-134474.26666666666,Below pace
"Office of Arts, Culture, Music and Entertainment",Economic Development Fund,Music and Entertainment,Grants & contributions,500000.0,0.0,1,75.0,375000.0,500000.0,0.0,-375000.0,-75.0,0.0,-500000.0,Below pace
Austin Public Health,1115 Medicaid Waiver,Disease Prevention & Health Promotion,Personnel & benefits,497994.35,154205.51,4,75.0,373495.76249999995,343788.83999999997,30.965313160681443,-219290.25249999994,-44.03468683931855,205607.34666666668,-292387.0033333333,Below pace
Management Services,Support Services Fund,Police Oversight,Contractual services,491713.0,9951.17,8,75.0,368784.75,481761.83,2.0237760644929055,-358833.58,-72.9762239355071,13268.226666666667,-478444.7733333333,Below pace
Fleet Services,Fleet Services Fund,Support Services,Other operating costs,491237.0,294416.97,74,75.0,368427.75,196820.03000000003,59.93379366782224,-74010.78000000003,-15.066206332177757,392555.95999999996,-98681.04000000004,Below pace
Austin Convention Center,Convention Center Palmer Events Center Operating Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,488075.0,406729.2,1,75.0,366056.25,81345.79999999999,83.33334016288481,40672.95000000001,8.33334016288481,542305.6,54230.59999999998,Above pace
Public Works,Capital Projects Management Fund,Project Delivery Support,"Supplies, technology & equipment",487760.0,17580.87,40,75.0,365820.0,470179.13,3.604409955715926,-348239.13,-71.39559004428408,23441.16,-464318.84,Below pace
Public Works,Capital Projects Management Fund,Support Services,Other operating costs,487413.0,208397.74,130,75.0,365559.75,279015.26,42.75588463992548,-157162.01,-32.24411536007452,277863.6533333333,-209549.34666666668,Below pace
Police,ARIC Sustainability,Neighborhood-Based Policing,"Supplies, technology & equipment",486132.0,403239.06,3,75.0,364599.0,82892.94,82.94847078571252,38640.06,7.948470785712516,537652.08,51520.07999999996,Above pace
Austin Public Library,Special Library,Miscellaneous,Other operating costs,483500.0,79835.41,16,75.0,362625.0,403664.58999999997,16.511977249224405,-282789.58999999997,-58.4880227507756,106447.21333333333,-377052.7866666667,Below pace
"Office of Arts, Culture, Music and Entertainment",Historic Preservation Fund,Cultural Education and Heritage Preservation,Contractual services,479658.0,9525.37,2,75.0,359743.5,470132.63,1.9858670135805097,-350218.13,-73.0141329864195,12700.493333333334,-466957.50666666665,Below pace
Aviation,Airport Operating Fund,Airport Planning & Development,Contractual services,479350.0,241077.09,15,75.0,359512.5,238272.91,50.29249817461145,-118435.41,-24.707501825388547,321436.12,-157913.88,Below pace
Building Services,Support Services Fund,Support Services,Other operating costs,478942.0,346511.37,49,75.0,359206.5,132430.63,72.34933875082996,-12695.130000000005,-2.6506612491700423,462015.16,-16926.840000000026,Near pace
Public Works,Capital Projects Management Fund,Support Services,Contractual services,478588.99,18853.64,13,75.0,358941.7425,459735.35,3.939422008015688,-340088.1025,-71.06057799198432,25138.186666666665,-453450.80333333334,Below pace
Public Works,Transportation Fund,Bridge Maintenance,Contractual services,470500.0,143795.85,8,75.0,352875.0,326704.15,30.562348565356004,-209079.15,-44.437651434643996,191727.80000000002,-278772.19999999995,Below pace
Communications & Technology Management,Information and Technology Fund,Customer Engagement,Other operating costs,465316.0,493766.95,48,75.0,348987.0,-28450.95000000001,106.11432875723165,144779.95,31.114328757231647,658355.9333333333,193039.93333333335,Above pace
Human Resources,General Fund,Tuition Reimbursement,Other operating costs,465000.0,452529.99,1,75.0,348750.0,12470.01000000001,97.31827741935484,103779.98999999999,22.318277419354843,603373.32,138373.31999999995,Above pace
"Office of Arts, Culture, Music and Entertainment",Economic Development Fund,Music and Entertainment,Personnel & benefits,462164.0,385135.03,12,75.0,346623.0,77028.96999999997,83.33297920218797,38512.03000000003,8.332979202187971,513513.37333333335,51349.37333333335,Above pace
Fleet Services,Fleet Services Fund,Fleet Service Centers,Contractual services,460218.0,174772.42,57,75.0,345163.5,285445.57999999996,37.97600702275878,-170391.08,-37.02399297724122,233029.89333333334,-227188.10666666666,Below pace
Management Services,Support Services Fund,Emergency Management,"Supplies, technology & equipment",459249.0,47074.77,21,75.0,344436.75,412174.23,10.250380512532416,-297361.98,-64.74961948746758,62766.35999999999,-396482.64,Below pace
Austin Convention Center,Convention Center Operating Fund,Support Services,Other operating costs,458218.0,-324779.52999999997,126,75.0,343663.5,782997.53,-70.87882405317993,-668443.03,-145.87882405317993,-433039.3733333333,-891257.3733333333,Below pace
Austin Public Health,1115 Medicaid Waiver,Miscellaneous,Personnel & benefits,457988.59,0.0,2,75.0,343491.4425,457988.59,0.0,-343491.4425,-75.0,0.0,-457988.59,Below pace
Austin Water,Austin Water Wastewater Utility Operating Fund,"Environmental, Planning, and Development Services",Contractual services,454675.0,345926.84,13,75.0,341006.25,108748.15999999997,76.08222136691043,4920.590000000026,1.0822213669104315,461235.7866666667,6560.786666666681,Near pace
Financial Services,Austin Cable Access Fund,Austin Cable Access,Contractual services,452500.0,315107.18,2,75.0,339375.0,137392.82,69.63694585635359,-24267.820000000007,-5.3630541436464085,420142.9066666667,-32357.093333333323,Below pace
Financial Services,Support Services Fund,Financial Systems Information Technology,Other operating costs,451728.0,380135.42,20,75.0,338796.0,71592.58000000002,84.1513964155421,41339.419999999984,9.151396415542095,506847.2266666666,55119.226666666626,Above pace
Human Resources,Support Services Fund,Labor Relations Office,Contractual services,450000.0,269.85,3,75.0,337500.0,449730.15,0.059966666666666675,-337230.15,-74.94003333333333,359.8,-449640.2,Below pace
Municipal Court,General Fund,Community Court,Other operating costs,447759.0,314522.43,91,75.0,335819.25,133236.57,70.24368689406577,-21296.820000000007,-4.756313105934225,419363.24,-28395.76000000001,Near pace
Police,General Fund,Professional Standards,"Supplies, technology & equipment",434138.0,251019.4,46,75.0,325603.5,183118.6,57.82018620807209,-74584.1,-17.179813791927913,334692.5333333333,-99445.46666666667,Below pace
Communications & Technology Management,Wireless Communication Services Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,429488.0,354173.56,2,75.0,322116.0,75314.44,82.4641340386693,32057.559999999998,7.4641340386693,472231.41333333333,42743.41333333333,Above pace
Emergency Medical Services,General Fund,Support Services,Contractual services,418605.0,337452.3,17,75.0,313953.75,81152.70000000001,80.61353782205181,23498.54999999999,5.613537822051811,449936.39999999997,31331.399999999965,Above pace
Austin Public Health,General Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,412409.0,412409.0,1,75.0,309306.75,0.0,100.0,103102.25,25.0,549878.6666666666,137469.66666666663,Above pace
Homeless Strategy Office,General Fund,Homeless Strategy Office,Other operating costs,412254.0,211064.41,67,75.0,309190.5,201189.59,51.19766212092545,-98126.09,-23.80233787907455,281419.2133333333,-130834.78666666668,Below pace
Emergency Medical Services,General Fund,Billing Services,Other operating costs,411747.0,191612.56,20,75.0,308810.25,220134.44,46.536479925779666,-117197.69,-28.463520074220334,255483.41333333333,-156263.58666666667,Below pace
"Office of Arts, Culture, Music and Entertainment",Economic Development Fund,Support Services,Personnel & benefits,408541.0,265202.17,12,75.0,306405.75,143338.83000000002,64.91445656617084,-41203.580000000016,-10.085543433829159,353602.8933333333,-54938.10666666669,Below pace
Public Works,Child Safety Fund,Child Safety,Other operating costs,407277.0,336359.20999999996,64,75.0,305457.75,70917.79000000004,82.5873324543247,30901.459999999963,7.587332454324695,448478.9466666666,41201.9466666666,Above pace
Emergency Medical Services,General Fund,Employee Development and Wellness,Contractual services,406216.0,199564.6,13,75.0,304662.0,206651.4,49.127705457195184,-105097.4,-25.872294542804816,266086.13333333336,-140129.86666666664,Below pace
Police,General Fund,Professional Standards,Contractual services,406175.0,261144.24,25,75.0,304631.25,145030.76,64.29352865144334,-43487.01000000001,-10.706471348556661,348192.32,-57982.67999999999,Below pace
Office of the City Auditor,Support Services Fund,Corporate Risk Services,Other operating costs,400846.0,315206.94,37,75.0,300634.5,85639.06,78.63542108440647,14572.440000000002,3.635421084406474,420275.92,19429.919999999984,Near pace
Economic Development,Economic Development Fund,Strategic Planning,Personnel & benefits,400432.0,344239.68,7,75.0,300324.0,56192.32000000001,85.96707555839693,43915.67999999999,10.967075558396928,458986.24,58554.23999999999,Above pace
Police,Police Federal Department of Justice Asset Forfeiture Fund,Asset Forfeiture Funds,Other operating costs,400000.0,5570.89,3,75.0,300000.0,394429.11,1.3927225,-294429.11,-73.6072775,7427.8533333333335,-392572.14666666667,Below pace
Watershed Protection,Riparian Zone Mitigation Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,400000.0,300000.0,1,75.0,300000.0,100000.0,75.0,0.0,0.0,400000.0,0.0,Near pace
Watershed Protection,Drainage Utility Fund,"Planning, Monitoring, & Compliance","Supplies, technology & equipment",399850.0,229130.13,66,75.0,299887.5,170719.87,57.304021508065524,-70757.37,-17.695978491934476,305506.84,-94343.15999999997,Below pace
Economic Development,HUD Section 108 Family Business Loan Program Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,395350.0,329458.3,1,75.0,296512.5,65891.70000000001,83.33332490198558,32945.79999999999,8.333324901985577,439277.73333333334,43927.73333333334,Above pace
Forensic Science,General Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,394449.0,304715.8,8,75.0,295836.75,89733.20000000001,77.25100076308978,8879.049999999988,2.2510007630897775,406287.73333333334,11838.733333333337,Near pace
General Obligation Debt Service,HUD Section 108 Debt Service Fund,Transfers and Other Requirements,Transfers & debt service,387850.0,343428.56,2,75.0,290887.5,44421.44,88.5467474539126,52541.06,13.546747453912602,457904.74666666664,70054.74666666664,Above pace
Emergency Medical Services,General Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,376358.0,376358.0,1,75.0,282268.5,0.0,100.0,94089.5,25.0,501810.6666666667,125452.66666666669,Above pace
Austin Water,Austin Water Wastewater Utility Operating Fund,"Environmental, Planning, and Development Services",Other operating costs,373288.0,513738.43,129,75.0,279966.0,-140450.43,137.6252196695313,233772.43,62.625219669531305,684984.5733333334,311696.57333333336,Above pace
Austin Public Health,General Fund,Environmental Health Services,Other operating costs,372342.0,303944.93,144,75.0,279256.5,68397.07,81.63057887640932,24688.429999999993,6.6305788764093165,405259.9066666667,32917.90666666668,Above pace
Austin Public Library,General Fund,Public Services,"Supplies, technology & equipment",369462.0,153254.52,33,75.0,277096.5,216207.48,41.48045536482777,-123841.98000000001,-33.51954463517223,204339.36,-165122.64,Below pace
"Office of Arts, Culture, Music and Entertainment",General Fund,Cultural Education and Heritage Preservation,"Supplies, technology & equipment",369091.0,232830.06,109,75.0,276818.25,136260.94,63.08202042314768,-43988.19,-11.917979576852318,310440.08,-58650.919999999984,Below pace
Building Services,Support Services Fund,Support Services,"Supplies, technology & equipment",368434.0,284637.77,6,75.0,276325.5,83796.22999999998,77.2561082853374,8312.270000000019,2.2561082853374046,379517.0266666667,11083.026666666672,Near pace
Austin Public Health,General Fund,Epidemiology and Public Health Preparedness,Other operating costs,367212.0,238017.58000000002,116,75.0,275409.0,129194.41999999998,64.81748417807697,-37391.419999999984,-10.182515821923033,317356.7733333334,-49855.226666666626,Below pace
Parks & Recreation,Golf Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,365946.0,304955.0,1,75.0,274459.5,60991.0,83.33333333333333,30495.5,8.333333333333329,406606.6666666667,40660.666666666686,Above pace
Austin Convention Center,Convention Center Palmer Events Center Operating Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,365938.0,301767.54,1,75.0,274453.5,64170.46000000002,82.46411687225704,27314.03999999998,7.464116872257037,402356.72,36418.71999999997,Above pace
Law,Liability Reserve Fund,Liability Reserve,Contractual services,363000.0,2515293.5300000003,35,75.0,272250.0,-2152293.5300000003,692.9183278236916,2243043.5300000003,617.9183278236916,3353724.706666667,2990724.706666667,Above pace
Management Services,Support Services Fund,Police Oversight,"Supplies, technology & equipment",361520.0,7099.780000000001,11,75.0,271140.0,354420.22,1.963869218853729,-264040.22,-73.03613078114627,9466.373333333335,-352053.62666666665,Below pace
Austin Resource Recovery,Austin Resource Recovery Fund,Remediation,Contractual services,359531.0,95852.47,12,75.0,269648.25,263678.53,26.660418712155558,-173795.78,-48.33958128784444,127803.29333333333,-231727.70666666667,Below pace
Homeless Strategy Office,General Fund,Homeless Strategy Office,Contractual services,356587.0,280760.94,14,75.0,267440.25,75826.06,78.73560729920048,13320.690000000002,3.735607299200481,374347.92,17760.919999999984,Near pace
Neighborhood Housing & Community Development,Neighborhood Housing-Housing Trust Fund,Public Services,Contractual services,350000.0,0.0,2,75.0,262500.0,350000.0,0.0,-262500.0,-75.0,0.0,-350000.0,Below pace
Public Works,Project Connect - Office Fund,Project Connect,Contractual services,343969.0,138341.02000000002,10,75.0,257976.75,205627.97999999998,40.21903718067617,-119635.72999999998,-34.78096281932383,184454.69333333336,-159514.30666666664,Below pace
Human Resources,Employee Benefits Fund,Employee Dental,Contractual services,343319.0,277842.7,1,75.0,257489.25,65476.29999999999,80.92843681823611,20353.45000000001,5.928436818236108,370456.93333333335,27137.93333333335,Above pace
Public Works,Transportation Fund,One Stop Shop,"Supplies, technology & equipment",341652.0,142904.76,33,75.0,256239.0,198747.24,41.82757893997401,-113334.23999999999,-33.17242106002599,190539.68000000002,-151112.31999999998,Below pace
Public Works,Capital Projects Management Fund,Capital Project Delivery Services,"Supplies, technology & equipment",337124.0,28169.32,42,75.0,252843.0,308954.68,8.3557741365195,-224673.68,-66.6442258634805,37559.09333333333,-299564.9066666667,Below pace
Austin Water,Austin Water Water Utility Operating Fund,Engineering and Technical Services,Contractual services,335630.0,38090.39,18,75.0,251722.5,297539.61,11.348922921073802,-213632.11,-63.6510770789262,50787.18666666667,-284842.81333333335,Below pace
Public Works,Parking Management Fund,Emerging Mobility,"Supplies, technology & equipment",332864.0,0.0,4,75.0,249648.0,332864.0,0.0,-249648.0,-75.0,0.0,-332864.0,Below pace
Development Services,Austin Code Fund,Involuntary Code Enforcement,Contractual services,332313.0,855473.3200000001,5,75.0,249234.75,-523160.32000000007,257.4299891969318,606238.5700000001,182.42998919693179,1140631.0933333335,808318.0933333335,Above pace
Emergency Medical Services,General Fund,Clinical Navigation,Contractual services,329784.0,209237.28,14,75.0,247338.0,120546.72,63.44676515537443,-38100.72,-11.553234844625571,278983.04,-50800.96000000002,Below pace
Public Works,Transportation Fund,Transportation Planning and Strategic Projects,Other operating costs,327289.0,235075.8,77,75.0,245466.75,92213.20000000001,71.82514536082789,-10390.950000000012,-3.1748546391721106,313434.39999999997,-13854.600000000035,Near pace
Office of the City Clerk,Support Services Fund,Austin Records and Information Management,Contractual services,327275.0,179850.89,2,75.0,245456.25,147424.11,54.954056985715376,-65605.35999999999,-20.045943014284624,239801.18666666668,-87473.81333333332,Below pace
"Office of Arts, Culture, Music and Entertainment",General Fund,Cultural Arts,Personnel & benefits,326105.0,187131.13999999998,13,75.0,244578.75,138973.86000000002,57.383707701507184,-57447.610000000015,-17.616292298492816,249508.18666666665,-76596.81333333335,Below pace
Economic Development,South Congress Public Improvement District Fund,Public Improvement District,Contractual services,323147.0,21562.1,3,75.0,242360.25,301584.9,6.672536028494772,-220798.15,-68.32746397150522,28749.466666666664,-294397.5333333333,Below pace
Small and Minority Business Resources,Support Services Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,322857.0,266241.52,1,75.0,242142.75,56615.47999999998,82.4642240992142,24098.77000000002,7.464224099214206,354988.69333333336,32131.693333333358,Above pace
Municipal Court,General Fund,Court Judiciary,Contractual services,317497.0,328974.37,4,75.0,238122.75,-11477.369999999995,103.61495384208355,90851.62,28.61495384208355,438632.49333333335,121135.49333333335,Above pace
Fire,General Fund,Emergency Prevention,"Supplies, technology & equipment",317155.0,188065.79,26,75.0,237866.25,129089.20999999999,59.29775346439438,-49800.45999999999,-15.702246535605617,250754.3866666667,-66400.61333333331,Below pace
Law,Support Services Fund,Legal Services,Contractual services,316048.0,500693.57,21,75.0,237036.0,-184645.57,158.42326798460994,263657.57,83.42326798460994,667591.4266666666,351543.42666666664,Above pace
Management Services,Support Services Fund,Government Relations,Other operating costs,315933.0,451608.35000000003,27,75.0,236949.75,-135675.35000000003,142.94434262960817,214658.60000000003,67.94434262960817,602144.4666666667,286211.4666666667,Above pace
Economic Development,Economic Development Fund,Business Incentives and Expansion,Contractual services,312085.0,201540.11,4,75.0,234063.75,110544.89000000001,64.5785955749235,-32523.640000000014,-10.421404425076503,268720.14666666667,-43364.85333333333,Below pace
Police,General Fund,Support Services,Grants & contributions,311353.0,172853.18,6,75.0,233514.75,138499.82,55.516786412849726,-60661.57000000001,-19.483213587150274,230470.90666666665,-80882.09333333335,Below pace
Planning & Zoning,Planning Technology Fund,Support Services,Transfers & debt service,309760.0,232320.0,1,75.0,232320.0,77440.0,75.0,0.0,0.0,309760.0,0.0,Near pace
Austin Water,Austin Water Water Utility Operating Fund,Customer Experience,"Supplies, technology & equipment",309502.0,324034.34,76,75.0,232126.5,-14532.340000000026,104.69539453703047,91907.84000000003,29.695394537030467,432045.7866666667,122543.78666666668,Above pace
Austin Water,Water Reclamation,Reclaim Cip Transfers To,Transfers & debt service,309231.0,309231.0,1,75.0,231923.25,0.0,100.0,77307.75,25.0,412308.0,103077.0,Above pace
Parks & Recreation,Golf Fund,"Transfers, Debt Service, and Other Requirements",Personnel & benefits,306823.0,253018.88,1,75.0,230117.25,53804.119999999995,82.46411774866942,22901.630000000005,7.464117748669423,337358.50666666665,30535.506666666653,Above pace
Fleet Services,Fleet Services Fund,Support Services,Contractual services,306680.0,44135.14,8,75.0,230010.0,262544.86,14.39126777096648,-185874.86,-60.60873222903352,58846.85333333333,-247833.14666666667,Below pace
Austin Resource Recovery,Austin Resource Recovery Fund,Remediation,Other operating costs,306591.0,232709.08,54,75.0,229943.25,73881.92000000001,75.90212367616792,2765.829999999987,0.9021236761679177,310278.7733333333,3687.7733333333163,Near pace
Austin Public Health,General Fund,Disease Prevention & Health Promotion,"Supplies, technology & equipment",304027.0,130755.51,47,75.0,228020.25,173271.49,43.00786114391156,-97264.74,-31.992138856088438,174340.68,-129686.32,Below pace
Austin Public Library,Library Facilities Maintenance and Improvements,Support Services,Personnel & benefits,303600.0,0.0,2,75.0,227700.0,303600.0,0.0,-227700.0,-75.0,0.0,-303600.0,Below pace
Human Resources,Support Services Fund,Labor Relations Office,Other operating costs,302540.0,73904.34,22,75.0,226905.0,228635.66,24.427956633833542,-153000.66,-50.572043366166454,98539.12,-204000.88,Below pace
Small and Minority Business Resources,Support Services Fund,Support Services,Other operating costs,302030.0,100366.06999999999,34,75.0,226522.5,201663.93,33.23049697049962,-126156.43000000001,-41.76950302950038,133821.42666666667,-168208.57333333333,Below pace
"Office of Arts, Culture, Music and Entertainment",Iconic Venue Fund,Music and Entertainment,Grants & contributions,300000.0,2900000.0,1,75.0,225000.0,-2600000.0,966.6666666666666,2675000.0,891.6666666666666,3866666.6666666665,3566666.6666666665,Above pace
Building Services,Long Center Capital Improvements Fund,"Transfers, Debt Service, and Other Requirements",Grants & contributions,300000.0,100516.37,1,75.0,225000.0,199483.63,33.50545666666667,-124483.63,-41.49454333333333,134021.82666666666,-165978.17333333334,Below pace
Austin Water,Austin Water Water Utility Operating Fund,"Environmental, Planning, and Development Services","Supplies, technology & equipment",299625.0,164107.94,53,75.0,224718.75,135517.06,54.77111055486024,-60610.81,-20.228889445139757,218810.58666666667,-80814.41333333333,Below pace
